24,14,12,11,11,10,10,13,12,12,12,11,12,10,11,10,10,10,11,10,10,11,10,12,12,10,10,12,10,10,10,11
16,9,9,9,9,7,7,8,8,8,9,9,9,25,9,8,7,8,8,8,8,8,9,8,7,8,9,9,9,8,8,9
12,9,8,8,7,8,8,7,8,8,9,9,9,8,8,8,8,7,8,8,8,8,7,8,9,8,8,8,8,8,8,9
13,8,7,7,7,7,7,7,7,7,7,8,9,8,7,8,7,8,8,8,7,7,7,7,23,7,9,8,8,8,8,8
13,8,8,8,8,7,7,8,7,7,8,8,8,7,7,8,7,7,7,7,8,8,8,8,8,7,7,7,7,7,8,8
28,8,8,7,7,7,7,7,7,8,8,7,8,8,8,8,8,8,8,8,7,7,7,8,8,8,8,8,8,8,8,8
12,8,7,6,7,7,6,7,7,7,8,23,8,7,7,7,7,7,8,8,13,7,7,23,7,7,7,7,8,8,8,8
27,8,8,8,8,7,7,7,7,7,8,8,8,8,7,7,7,8,8,7,7,7,8,8,8,8,7,7,7,8,7,8
12,24,8,7,7,7,7,7,7,7,8,7,7,7,7,7,8,7,7,7,7,8,7,7,7,7,8,8,8,8,7,7
13,8,8,8,7,7,7,7,8,7,8,8,7,7,8,8,7,7,7,7,7,8,8,7,7,7,8,7,8,8,8,8
13,8,7,7,8,7,7,7,8,7,8,23,8,8,8,8,8,7,8,8,7,7,7,7,8,8,8,8,8,8,7,8
13,8,7,7,8,7,7,7,7,7,7,7,8,8,7,7,8,7,7,7,7,7,7,8,8,7,7,7,8,7,7,7
13,24,7,7,8,7,7,8,7,7,8,8,8,8,7,7,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,8
13,10,26,7,8,8,7,7,7,7,8,7,8,8,8,8,7,8,8,8,8,7,8,8,7,8,8,7,7,7,7,8
12,23,7,7,7,7,7,7,7,7,7,8,8,8,7,7,7,8,7,7,8,7,7,7,8,7,7,7,7,8,7,7
13,8,7,7,8,8,7,8,7,7,8,8,8,8,7,7,7,7,7,7,8,8,8,8,8,24,8,8,8,8,9,8
12,24,8,7,7,7,7,7,7,7,8,7,7,7,7,8,8,7,7,8,7,7,8,8,8,7,7,7,8,8,7,8
13,23,7,8,7,7,7,7,7,7,8,8,8,8,8,8,7,7,8,7,7,8,7,7,7,8,7,7,8,7,7,8
13,24,8,8,8,7,7,7,8,7,8,8,7,8,7,7,7,7,7,8,8,7,7,7,8,7,7,8,7,7,7,8
13,8,7,7,7,7,7,8,7,7,7,23,7,7,8,7,7,7,8,8,8,8,8,7,7,7,8,7,7,8,8,8
28,8,8,8,7,7,7,7,7,7,7,7,7,7,8,7,7,7,8,8,7,7,8,7,7,7,7,8,7,7,7,8
17,10,9,9,24,8,7,7,7,7,8,8,8,7,7,7,8,8,7,7,7,7,8,8,7,7,7,7,7,7,8,8
13,10,9,9,24,7,7,7,7,7,8,7,7,7,7,7,7,7,7,8,8,8,8,13,8,8,8,7,7,8,8,8
28,8,7,8,7,7,7,7,7,7,7,7,7,7,8,8,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,8
13,8,8,7,7,7,7,7,7,7,8,8,24,8,8,7,8,8,8,7,8,7,7,8,7,7,7,7,8,8,7,8
13,9,8,8,8,7,7,7,7,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,8
14,9,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8
13,8,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8
13,24,8,8,7,8,7,7,8,7,8,7,7,7,7,7,8,8,8,8,7,7,7,7,22,7,7,7,7,7,8,9
28,8,7,7,7,7,7,7,8,7,8,8,8,8,7,7,7,8,7,7,7,8,8,7,7,7,7,7,7,7,7,7
13,24,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,7,8,8,8,8
12,24,8,7,7,8,7,7,7,7,8,8,7,7,7,7,8,8,7,7,8,7,7,8,7,7,7,7,8,8,7,8
13,23,7,8,7,7,7,7,7,7,8,7,7,7,8,7,7,8,7,7,8,7,7,8,7,29,8,7,7,7,7,8
13,8,8,7,8,8,7,7,8,7,8,8,8,8,8,7,8,7,7,7,7,7,7,7,7,7,7,8,7,7,7,8
13,8,7,7,8,8,7,7,8,7,7,8,7,8,7,7,7,7,7,7,8,8,8,7,8,8,8,8,8,8,8,9
14,25,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,20,7,7,8,7,8
14,11,9,8,7,7,7,7,7,7,8,8,7,7,8,8,8,8,8,8,8,8,7,7,7,8,8,8,7,8,7,8
11,8,7,7,7,6,6,7,6,6,7,7,23,8,7,7,7,8,7,7,7,8,8,7,7,7,7,7,8,8,7,8
13,7,7,7,6,6,6,7,7,7,7,7,23,7,7,7,8,8,7,7,8,7,7,8,7,7,7,7,7,8,7,8
13,23,7,7,7,7,7,7,8,7,8,8,8,7,7,7,8,8,7,7,7,7,7,7,8,7,8,7,7,7,8,8
12,8,7,8,7,7,8,7,7,8,8,7,7,7,8,7,8,8,8,7,7,7,8,8,7,7,8,7,7,8,8,8
14,10,9,7,7,7,7,8,7,7,8,7,7,7,7,7,8,8,7,7,8,7,7,7,7,7,8,7,8,8,7,8
14,9,8,8,8,8,8,8,8,8,9,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8
11,8,8,7,7,7,7,8,7,7,23,8,8,7,7,7,7,7,7,7,7,7,8,8,8,8,7,8,8,7,7,8
13,24,7,8,8,7,7,7,8,7,8,8,7,7,7,7,7,8,8,24,8,8,8,8,8,7,9,8,7,7,8,8
12,9,8,8,8,7,7,7,7,7,8,8,7,8,7,7,7,8,8,8,8,8,8,8,8,7,7,7,8,8,8,8
14,8,7,8,7,7,7,7,7,7,8,8,24,8,8,8,8,8,8,7,7,7,7,7,7,8,8,8,7,7,7,8
13,8,8,7,7,8,12,7,8,8,8,8,8,7,24,8,9,8,8,8,8,8,8,7,8,8,9,8,8,8,8,8
13,24,8,8,7,7,7,7,8,7,8,8,8,8,7,7,7,8,7,7,7,13,8,24,8,7,7,7,7,7,8,8
12,8,7,7,7,7,7,7,7,8,8,7,7,7,7,8,7,7,7,7,8,7,7,8,7,7,7,7,7,7,8,8
12,8,7,7,7,7,7,7,7,7,7,7,23,8,8,7,7,7,7,8,8,7,23,7,8,8,8,7,7,7,7,8
13,8,7,8,7,7,7,7,7,7,8,7,7,8,8,7,7,7,7,7,8,8,8,7,7,7,8,8,8,8,7,8
13,8,7,7,7,7,7,7,7,7,8,8,7,7,7,8,8,8,8,7,7,7,7,7,7,8,7,7,8,8,7,8
12,8,8,7,7,7,8,7,7,7,8,8,7,7,8,8,8,8,8,8,8,8,8,8,25,7,8,8,8,8,8,8
13,9,8,7,7,8,7,7,8,7,7,7,7,7,7,7,7,7,8,8,8,7,7,7,7,7,7,7,7,7,7,8
13,8,8,8,7,8,7,7,7,7,8,8,7,8,7,7,8,8,7,7,7,23,7,8,7,7,7,7,7,8,8,8
12,8,8,7,7,7,7,7,7,7,8,8,7,8,7,7,7,7,7,8,7,7,7,8,8,7,7,7,23,8,8,8
12,24,8,8,8,7,7,8,7,7,8,8,7,7,7,7,7,8,7,7,8,8,8,8,7,7,7,7,8,8,7,7
13,8,8,7,8,7,7,7,7,7,7,7,8,7,18,8,23,8,7,7,7,7,7,7,7,7,8,7,7,7,8,8
13,8,7,7,7,7,7,7,7,7,8,7,23,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
13,25,8,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,8,7,7,7,8,8,7,7,8,8,8,8
13,8,7,6,7,7,7,7,7,6,7,7,23,8,7,8,7,7,7,8,8,7,7,7,8,7,7,7,8,8,7,8
13,23,7,7,7,7,7,7,7,7,8,8,8,24,8,8,8,8,7,7,7,7,7,7,7,7,7,8,8,7,7,7
13,8,8,7,7,8,8,8,8,8,8,8,7,7,7,8,8,8,8,8,23,8,8,8,8,8,8,8,8,8,8,9
11,8,8,8,7,8,7,7,8,7,8,8,8,8,8,8,8,7,8,8,7,7,7,17,7,7,8,7,7,7,7,7
11,8,12,7,24,8,8,7,8,8,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,8
13,23,8,8,7,7,7,7,7,7,8,7,7,8,7,7,7,7,7,8,7,7,7,7,7,7,7,8,8,8,7,8
13,24,7,7,8,7,7,7,7,7,8,8,7,7,7,7,7,8,7,7,7,8,7,7,7,8,7,7,7,8,7,7
13,24,8,8,8,8,8,8,8,20,8,7,7,8,24,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8
13,8,7,7,7,22,7,7,7,7,8,8,8,8,7,7,7,7,7,23,8,8,8,7,7,7,8,7,7,7,7,8
13,24,8,7,7,7,7,7,7,7,8,8,8,8,8,8,8,7,24,8,8,8,8,7,7,7,7,7,7,7,7,8
12,8,7,6,7,7,7,7,7,7,7,7,23,7,7,7,7,7,7,8,8,8,8,8,7,7,8,7,7,7,8,8
14,10,10,10,9,9,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,7,8,7,7,8,8,8
12,9,8,7,7,7,8,7,7,7,8,8,8,8,8,8,8,8,7,8,7,7,7,7,7,7,7,7,7,8,8,8
28,8,7,7,7,7,7,7,8,7,8,7,7,7,7,7,7,8,8,8,8,7,7,7,7,7,7,7,8,8,8,8
12,8,8,7,7,7,7,7,8,7,8,8,7,7,7,7,7,8,8,7,7,8,7,7,8,8,7,7,8,8,8,8
13,9,8,8,7,7,7,7,7,7,8,7,8,8,7,7,8,8,8,8,8,8,8,8,7,7,7,8,8,7,8,9
12,24,8,7,7,7,7,7,7,8,9,8,8,8,7,7,7,8,23,7,7,8,7,8,7,7,8,7,7,8,7,8
13,24,8,7,7,7,8,7,7,7,7,8,7,8,8,7,7,7,24,18,7,7,8,7,7,7,8,8,8,8,7,8
12,24,7,8,7,7,7,7,7,7,13,8,7,7,23,7,7,18,7,7,7,7,7,7,7,7,7,7,7,8,8,8
12,24,7,8,7,7,7,7,8,7,8,8,8,8,8,7,7,7,7,7,8,8,24,8,8,8,8,8,8,8,8,8
13,24,8,8,7,7,7,7,7,8,8,8,8,7,7,8,7,7,7,7,7,7,8,7,7,7,8,8,8,8,8,8
13,24,7,7,7,7,8,7,7,7,8,8,8,8,7,8,8,8,7,7,8,7,23,8,7,8,8,8,20,7,7,8
13,24,7,7,8,7,7,7,7,7,8,8,7,7,7,8,8,8,8,7,7,8,8,7,7,8,7,7,7,7,7,8
13,10,9,8,7,7,7,7,7,7,8,8,7,23,7,7,7,7,7,7,7,7,8,8,8,7,7,7,8,7,8,8
13,23,8,8,7,7,7,8,7,7,8,8,8,8,7,8,7,7,7,7,7,8,7,7,8,7,7,8,7,7,7,8
28,8,8,8,7,7,7,7,8,7,8,8,8,8,8,8,8,8,24,8,8,8,8,8,8,8,8,8,8,8,8,9
13,8,8,8,7,7,7,7,7,7,8,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,7,7,8
13,10,8,8,7,7,7,7,7,7,8,8,8,7,7,7,7,7,7,7,7,8,8,7,7,7,7,7,7,8,8,9
11,8,8,7,7,7,7,7,7,8,8,8,7,7,8,7,23,8,7,7,7,8,8,7,7,7,7,8,8,7,7,8
12,8,7,23,8,8,8,8,8,8,9,9,8,8,8,8,8,8,7,8,8,7,8,8,9,8,8,8,8,8,8,9
12,8,7,8,7,7,7,7,7,7,8,8,8,8,8,7,7,24,7,7,7,7,7,8,8,8,8,8,8,8,8,9
13,8,7,7,8,7,7,7,8,7,8,8,7,7,7,7,23,7,7,7,7,7,8,8,8,7,7,7,7,8,7,8
13,11,10,9,7,8,7,8,8,7,8,7,8,8,8,8,8,8,8,8,8,7,7,7,8,8,8,7,7,7,8,24
12,8,8,8,7,7,7,7,7,7,8,7,7,8,7,7,7,8,7,7,7,8,7,7,8,7,7,8,7,7,8,8
14,11,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,7,8,8,8
13,10,9,7,8,7,7,7,7,7,7,7,8,24,7,7,8,8,8,7,8,7,7,8,8,8,8,7,7,7,7,8
12,24,8,7,8,8,7,8,7,8,8,8,8,7,8,8,7,8,8,8,8,8,8,8,7,7,7,7,8,7,7,8
12,9,8,8,8,8,8,19,7,8,8,8,8,8,7,8,8,7,7,8,7,7,7,8,7,7,8,7,8,7,7,8
14,9,8,8,8,7,7,8,7,7,8,7,9,8,8,7,7,7,7,7,7,8,7,7,7,7,7,8,7,8,7,8
13,24,8,8,7,7,7,7,7,7,8,7,8,8,8,8,8,8,7,7,7,7,8,8,8,8,8,7,7,7,7,8
12,8,8,7,7,7,7,7,7,7,8,7,8,7,7,8,7,7,7,7,7,7,7,8,7,7,7,7,7,8,7,8
13,26,8,7,7,12,8,8,9,8,8,8,7,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
12,24,7,7,8,8,7,8,7,8,8,8,8,7,8,8,8,8,7,7,7,8,8,8,8,8,8,8,8,8,7,8
